Region,location,date,month,year,year2,Peak_Freq 
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,129.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,129.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,129.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,127.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,129.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,128.9
Celtic Sea,Ireland,02/11/2016,Nov-16,2016,2016/2017,129.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,130.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,130.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,130.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,130.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,132.8
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,130.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,130.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,130.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,127
Oceanic Northeast Atlantic,Azores,25/02/2017,Feb-17,2017,2016/2017,128.9
